brand_clean_encoded,condition_encoded,location_clean_encoded,phone_model_clean_encoded,storage_gb,ram_gb,is_member_flag,price,title,brand,model,condition,location,storage,ram,phone_model,brand_clean,location_clean,phone_model_clean
1,0,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,57000.0,Google Pixel 5 128GB (Brand New),Google,Pixel 5 128GB,Brand New,Colombo,128GB,Unknown,Pixel 5,Google,Colombo,Other
13,1,0,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,31000.0,Vivo y19s (Used),Vivo,y19s,Used,Ampara,Unknown,Unknown,y19s,Vivo,Ampara,Other
0,1,4,103,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,109999.0,Apple iPhone 12 Pro Max (Used),Apple,iPhone 12 Pro Max,Used,Colombo,Unknown,Unknown,iPhone 12 Pro Max,Apple,Colombo,iPhone 12 Pro Max
0,1,4,115,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,149000.0,Apple iPhone 15 128GB (Used),Apple,iPhone 15 128GB,Used,Colombo,128GB,Unknown,iPhone 15,Apple,Colombo,iPhone 15
0,1,4,106,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,134999.0,Apple iPhone 13 Pro (Used),Apple,iPhone 13 Pro,Used,Colombo,Unknown,Unknown,iPhone 13 Pro,Apple,Colombo,iPhone 13 Pro
0,1,4,115,1.1670253922213827,-0.04410889209389428,0.7196605824810245,168500.0,Apple iPhone 15 256GB (Used),Apple,iPhone 15 256GB,Used,Colombo,256GB,Unknown,iPhone 15,Apple,Colombo,iPhone 15
10,0,4,51,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,282800.0,Samsung Galaxy S24 Ultra 12GB 512GB (Brand New),Samsung,Galaxy S24 Ultra 12GB 512GB,Brand New,Colombo,12GB,Unknown,Galaxy S24 Ultra,Samsung,Colombo,Galaxy S24 Ultra
1,0,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,52000.0,Google Pixel 4a 5G 128GB (Brand New),Google,Pixel 4a 5G 128GB,Brand New,Colombo,128GB,Unknown,Pixel 4a,Google,Colombo,Other
0,1,4,125,1.1670253922213827,-0.04410889209389428,0.7196605824810245,378500.0,Apple iPhone 17 Pro 256GB (Used),Apple,iPhone 17 Pro 256GB,Used,Colombo,256GB,Unknown,iPhone 17 Pro,Apple,Colombo,iPhone 17 Pro
0,1,4,117,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,204999.0,Apple iPhone 15 Pro 128GB (Used),Apple,iPhone 15 Pro 128GB,Used,Colombo,128GB,Unknown,iPhone 15 Pro,Apple,Colombo,iPhone 15 Pro
1,1,4,81,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,183000.0,Google Pixel 9 Pro XL 128GB (Used),Google,Pixel 9 Pro XL 128GB,Used,Colombo,128GB,Unknown,Pixel 9 Pro XL,Google,Colombo,Pixel 9 Pro XL
0,1,4,115,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,154500.0,Apple iPhone 15 128GB (Used),Apple,iPhone 15 128GB,Used,Colombo,128GB,Unknown,iPhone 15,Apple,Colombo,iPhone 15
0,1,6,132,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,42000.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Gampaha,128GB,Unknown,iPhone SE 2,Apple,Gampaha,iPhone SE 2
1,1,4,79,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,147000.0,Google Pixel 9 128GB (Used),Google,Pixel 9 128GB,Used,Colombo,128GB,Unknown,Pixel 9,Google,Colombo,Pixel 9
7,0,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,60990.0,Oppo A5 256GB 8GBRam Balck (Brand New),Oppo,A5 256GB 8GBRam Balck,Brand New,Colombo,256GB,8GB,A5 Balck,Oppo,Colombo,Other
0,1,6,137,1.1670253922213827,-0.04410889209389428,0.7196605824810245,58000.0,Apple iPhone XS 256GB (Used),Apple,iPhone XS 256GB,Used,Gampaha,256GB,Unknown,iPhone XS,Apple,Gampaha,iPhone XS
0,1,12,97,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,65000.0,Apple iPhone 11 (Used),Apple,iPhone 11,Used,Matale,Unknown,Unknown,iPhone 11,Apple,Other,iPhone 11
0,1,4,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,93500.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Colombo,128GB,Unknown,iPhone 13,Apple,Colombo,iPhone 13
1,0,6,80,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,210000.0,Google Pixel 9 Pro 128GB (Brand New),Google,Pixel 9 Pro 128GB,Brand New,Gampaha,128GB,Unknown,Pixel 9 Pro,Google,Gampaha,Pixel 9 Pro
1,1,4,77,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,90000.0,Google Pixel 8 128GB (Used),Google,Pixel 8 128GB,Used,Colombo,128GB,Unknown,Pixel 8,Google,Colombo,Pixel 8
0,1,6,101,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,77000.0,Apple iPhone 12 (Used),Apple,iPhone 12,Used,Gampaha,Unknown,Unknown,iPhone 12,Apple,Gampaha,iPhone 12
14,1,0,8,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,16000.0,Xiaomi Redmi 9A 128GB (Used),Xiaomi,Redmi 9A 128GB,Used,Ampara,128GB,Unknown,9A,Xiaomi,Ampara,9A
1,1,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,86000.0,Google Pixel 8a 128GB (Used),Google,Pixel 8a 128GB,Used,Colombo,128GB,Unknown,Pixel 8a,Google,Colombo,Other
14,0,4,62,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,52490.0,Xiaomi Redmi Note 14 4G| 8GB|256GB (Brand New),Xiaomi,Redmi Note 14 4G| 8GB|256GB,Brand New,Colombo,8GB,8GB,Note 14 4G,Xiaomi,Colombo,Note 14 4G
10,0,4,55,-1.2870709336434842,0.31377258534135316,0.7196605824810245,278990.0,Samsung Galaxy S25 Ultra 5G|12GB|256GB (Brand New),Samsung,Galaxy S25 Ultra 5G|12GB|256GB,Brand New,Colombo,12GB,12GB,Galaxy S25 Ultra,Samsung,Colombo,Galaxy S25 Ultra
0,1,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,194990.0,Apple iPhone 15 Pro 128/256GB (Used),Apple,iPhone 15 Pro 128/256GB,Used,Colombo,256GB,Unknown,iPhone 15 Pro 128,Apple,Colombo,Other
0,1,4,122,1.1670253922213827,-0.04410889209389428,0.7196605824810245,284900.0,Apple iPhone 16 Pro Max 256GB (Used),Apple,iPhone 16 Pro Max 256GB,Used,Colombo,256GB,Unknown,iPhone 16 Pro Max,Apple,Colombo,iPhone 16 Pro Max
10,0,9,46,1.1670253922213827,-0.04410889209389428,0.7196605824810245,114990.0,Samsung Galaxy S23 256GB (Brand New),Samsung,Galaxy S23 256GB,Brand New,Kandy,256GB,Unknown,Galaxy S23,Samsung,Kandy,Galaxy S23
1,1,4,74,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,67000.0,Google Pixel 7 128GB (Used),Google,Pixel 7 128GB,Used,Colombo,128GB,Unknown,Pixel 7,Google,Colombo,Pixel 7
2,1,4,67,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,50000.0,Honor X8b 8+8GB/512GB (Used),Honor,X8b 8+8GB/512GB,Used,Colombo,8GB,8GB,X8b 8,Honor,Colombo,Other
0,1,6,99,1.1670253922213827,-0.04410889209389428,0.7196605824810245,85000.0,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,Used,Gampaha,256GB,Unknown,iPhone 11 Pro,Apple,Gampaha,iPhone 11 Pro
0,1,6,103,1.1670253922213827,-0.04410889209389428,0.7196605824810245,123000.0,Apple iPhone 12 Pro Max 256GB (Used),Apple,iPhone 12 Pro Max 256GB,Used,Gampaha,256GB,Unknown,iPhone 12 Pro Max,Apple,Gampaha,iPhone 12 Pro Max
10,0,4,67,-1.2870709336434842,0.31377258534135316,0.7196605824810245,149990.0,Samsung Galaxy S24 12GBRam 256GB Cream (Brand New),Samsung,Galaxy S24 12GBRam 256GB Cream,Brand New,Colombo,12GB,12GB,Galaxy S24 Cream,Samsung,Colombo,Other
1,1,4,76,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,58000.0,Google Pixel 7a 128GB (Used),Google,Pixel 7a 128GB,Used,Colombo,128GB,Unknown,Pixel 7a,Google,Colombo,Pixel 7a
0,1,6,106,1.1670253922213827,-0.04410889209389428,0.7196605824810245,135000.0,Apple iPhone 13 Pro 256GB (Used),Apple,iPhone 13 Pro 256GB,Used,Gampaha,256GB,Unknown,iPhone 13 Pro,Apple,Gampaha,iPhone 13 Pro
10,1,4,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,8500.0,Samsung Galaxy J4+ (Used),Samsung,Galaxy J4+,Used,Colombo,Unknown,Unknown,Galaxy J4,Samsung,Colombo,Other
0,1,9,122,1.1670253922213827,-0.04410889209389428,0.7196605824810245,294900.0,Apple iPhone 16 Pro Max 256GB (Used),Apple,iPhone 16 Pro Max 256GB,Used,Kandy,256GB,Unknown,iPhone 16 Pro Max,Apple,Kandy,iPhone 16 Pro Max
0,0,4,124,1.1670253922213827,-0.04410889209389428,0.7196605824810245,263902.0,Apple iPhone 17 256GB (Brand New),Apple,iPhone 17 256GB,Brand New,Colombo,256GB,Unknown,iPhone 17,Apple,Colombo,iPhone 17
1,1,4,72,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,75000.0,Google Pixel 6 Pro 128GB (Used),Google,Pixel 6 Pro 128GB,Used,Colombo,128GB,Unknown,Pixel 6 Pro,Google,Colombo,Pixel 6 Pro
0,1,9,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,104900.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Kandy,128GB,Unknown,iPhone 13,Apple,Kandy,iPhone 13
0,1,6,106,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,125000.0,Apple iPhone 13 Pro 128GB (Used),Apple,iPhone 13 Pro 128GB,Used,Gampaha,128GB,Unknown,iPhone 13 Pro,Apple,Gampaha,iPhone 13 Pro
15,1,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,34000.0,ZTE nubia Neo 256GB (Used),ZTE,nubia Neo 256GB,Used,Colombo,256GB,Unknown,nubia Neo,ZTE,Colombo,Other
10,0,4,25,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,59990.0,Samsung Galaxy A17 5G| 8GB|256GB (Brand New),Samsung,Galaxy A17 5G| 8GB|256GB,Brand New,Colombo,8GB,8GB,Galaxy A17,Samsung,Colombo,Galaxy A17
0,1,9,118,1.1670253922213827,-0.04410889209389428,0.7196605824810245,239900.0,Apple iPhone 15 Pro Max 256GB (Used),Apple,iPhone 15 Pro Max 256GB,Used,Kandy,256GB,Unknown,iPhone 15 Pro Max,Apple,Kandy,iPhone 15 Pro Max
7,1,14,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,21999.0,Oppo A9 128GB (Used),Oppo,A9 128GB,Used,Ratnapura,128GB,Unknown,A9,Oppo,Ratnapura,Other
0,1,9,115,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,154900.0,Apple iPhone 15 128GB (Used),Apple,iPhone 15 128GB,Used,Kandy,128GB,Unknown,iPhone 15,Apple,Kandy,iPhone 15
10,1,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47990.0,Samsung Galaxy A33 5G 128GB 48MP White (Used),Samsung,Galaxy A33 5G 128GB 48MP White,Used,Colombo,128GB,Unknown,Galaxy A33 48MP White,Samsung,Colombo,Other
13,1,4,67,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,11990.0,Vivo Y17 8GB|256GB f (Used),Vivo,Y17 8GB|256GB f,Used,Colombo,8GB,8GB,Y17 f,Vivo,Colombo,Other
10,1,4,55,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,270000.0,Samsung Galaxy S25 Ultra (Used),Samsung,Galaxy S25 Ultra,Used,Colombo,Unknown,Unknown,Galaxy S25 Ultra,Samsung,Colombo,Galaxy S25 Ultra
8,1,4,67,-1.3675331082620044,-0.40199036952914174,0.7196605824810245,21000.0,itel S23 4GB/128GB (Used),Other,itel S23 4GB/128GB,Used,Colombo,4GB,4GB,itel S23,Other,Colombo,Other
0,1,12,105,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,99990.0,Apple iPhone 13 128GB (Used),Apple,iPhone 13 128GB,Used,Polonnaruwa,128GB,Unknown,iPhone 13,Apple,Other,iPhone 13
10,0,9,55,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,285000.0,Samsung Galaxy S25 Ultra (Brand New),Samsung,Galaxy S25 Ultra,Brand New,Kandy,Unknown,Unknown,Galaxy S25 Ultra,Samsung,Kandy,Galaxy S25 Ultra
9,1,4,67,-1.3675331082620044,-0.40199036952914174,0.7196605824810245,22000.0,Realme C51 4GB/128GB (Used),Realme,C51 4GB/128GB,Used,Colombo,4GB,4GB,C51,Realme,Colombo,Other
0,1,6,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,124999.0,Apple iPhone 13 Pro 256GB USA (Used),Apple,iPhone 13 Pro 256GB USA,Used,Gampaha,256GB,Unknown,iPhone 13 Pro USA,Apple,Gampaha,Other
12,1,4,67,-1.3876486519166344,-0.5809311082467654,0.7196605824810245,17000.0,Tecno Pop 7 2GB/64GB (Used),Tecno,Pop 7 2GB/64GB,Used,Colombo,2GB,2GB,Pop 7,Tecno,Colombo,Other
0,1,9,101,1.1670253922213827,-0.04410889209389428,0.7196605824810245,99900.0,Apple iPhone 12 256GB (Used),Apple,iPhone 12 256GB,Used,Kandy,256GB,Unknown,iPhone 12,Apple,Kandy,iPhone 12
0,1,6,99,1.1670253922213827,-0.04410889209389428,0.7196605824810245,89998.0,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,Used,Gampaha,256GB,Unknown,iPhone 11 Pro,Apple,Gampaha,iPhone 11 Pro
10,0,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47990.0,Samsung Galaxy F06 5G 128GB White (Brand New),Samsung,Galaxy F06 5G 128GB White,Brand New,Colombo,128GB,Unknown,Galaxy F06 White,Samsung,Colombo,Other
0,1,9,111,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,165000.0,Apple iPhone 14 Pro (Used),Apple,iPhone 14 Pro,Used,Kandy,Unknown,Unknown,iPhone 14 Pro,Apple,Kandy,iPhone 14 Pro
0,1,10,121,1.1670253922213827,-0.04410889209389428,0.7196605824810245,258500.0,Apple iPhone 16 Pro 256GB (Used),Apple,iPhone 16 Pro 256GB,Used,Kurunegala,256GB,Unknown,iPhone 16 Pro,Apple,Kurunegala,iPhone 16 Pro
0,1,8,109,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,199999.0,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,Used,Kalutara,128GB,Unknown,iPhone 14,Apple,Kalutara,iPhone 14
7,1,14,67,-0.7640667986231027,-0.04410889209389428,0.7196605824810245,19999.0,Oppo A16 64GB (Used),Oppo,A16 64GB,Used,Ratnapura,64GB,Unknown,A16,Oppo,Ratnapura,Other
0,1,6,99,1.1670253922213827,-0.04410889209389428,0.7196605824810245,89998.0,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,Used,Gampaha,256GB,Unknown,iPhone 11 Pro,Apple,Gampaha,iPhone 11 Pro
0,1,6,99,1.1670253922213827,-0.04410889209389428,0.7196605824810245,89998.0,Apple iPhone 11 Pro 256GB (Used),Apple,iPhone 11 Pro 256GB,Used,Gampaha,256GB,Unknown,iPhone 11 Pro,Apple,Gampaha,iPhone 11 Pro
0,1,8,111,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,182000.0,Apple iPhone 14 Pro (Used),Apple,iPhone 14 Pro,Used,Kalutara,Unknown,Unknown,iPhone 14 Pro,Apple,Kalutara,iPhone 14 Pro
10,1,4,52,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,175000.0,Samsung Galaxy S25 (Used),Samsung,Galaxy S25,Used,Colombo,Unknown,Unknown,Galaxy S25,Samsung,Colombo,Galaxy S25
10,0,4,29,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,84902.0,Samsung Galaxy A36 5G 12GB 256GB (Brand New),Samsung,Galaxy A36 5G 12GB 256GB,Brand New,Colombo,12GB,Unknown,Galaxy A36,Samsung,Colombo,Galaxy A36
14,1,4,4,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,50000.0,Xiaomi Redmi 15 (Used),Xiaomi,Redmi 15,Used,Colombo,Unknown,Unknown,15,Xiaomi,Colombo,15
10,0,4,55,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,319992.0,Samsung Galaxy S25 Ultra 12GB 512GB (Brand New),Samsung,Galaxy S25 Ultra 12GB 512GB,Brand New,Colombo,12GB,Unknown,Galaxy S25 Ultra,Samsung,Colombo,Galaxy S25 Ultra
0,0,4,125,3.74181498001403,-0.04410889209389428,0.7196605824810245,424990.0,Apple iPhone 17 Pro 512GB (Brand New),Apple,iPhone 17 Pro 512GB,Brand New,Colombo,512GB,Unknown,iPhone 17 Pro,Apple,Colombo,iPhone 17 Pro
0,1,6,132,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47998.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Gampaha,128GB,Unknown,iPhone SE 2,Apple,Gampaha,iPhone SE 2
10,1,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,99900.0,Samsung Galaxy S22+ 5G 256GB 8GBRam Pink (Used),Samsung,Galaxy S22+ 5G 256GB 8GBRam Pink,Used,Colombo,256GB,8GB,Galaxy S22+ Pink,Samsung,Colombo,Other
0,1,6,132,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47998.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Gampaha,128GB,Unknown,iPhone SE 2,Apple,Gampaha,iPhone SE 2
0,1,9,129,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,22000.0,Apple iPhone 7 Plus (Used),Apple,iPhone 7 Plus,Used,Kandy,Unknown,Unknown,iPhone 7 Plus,Apple,Kandy,iPhone 7 Plus
10,0,4,19,-1.3474175646073743,-0.04410889209389428,0.7196605824810245,33900.0,Samsung Galaxy A07 6GB 128GB (Brand New),Samsung,Galaxy A07 6GB 128GB,Brand New,Colombo,6GB,Unknown,Galaxy A07,Samsung,Colombo,Galaxy A07
0,1,6,132,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47998.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Gampaha,128GB,Unknown,iPhone SE 2,Apple,Gampaha,iPhone SE 2
10,0,4,54,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,219950.0,Samsung Galaxy S25 Plus 12GB 256GB (Brand New),Samsung,Galaxy S25 Plus 12GB 256GB,Brand New,Colombo,12GB,Unknown,Galaxy S25 Plus,Samsung,Colombo,Galaxy S25 Plus
10,0,4,54,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,236000.0,Samsung Galaxy S25 Plus 12GB 256GB (Brand New),Samsung,Galaxy S25 Plus 12GB 256GB,Brand New,Colombo,12GB,Unknown,Galaxy S25 Plus,Samsung,Colombo,Galaxy S25 Plus
0,1,6,132,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47998.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Gampaha,128GB,Unknown,iPhone SE 2,Apple,Gampaha,iPhone SE 2
0,0,4,67,1.1670253922213827,-0.04410889209389428,0.7196605824810245,411990.0,Apple iPhone 17 Pro Max 256GB new (Brand New),Apple,iPhone 17 Pro Max 256GB new,Brand New,Colombo,256GB,Unknown,iPhone 17 Pro Max new,Apple,Colombo,Other
10,0,6,52,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,199000.0,Samsung Galaxy S25 (Brand New),Samsung,Galaxy S25,Brand New,Gampaha,Unknown,Unknown,Galaxy S25,Samsung,Gampaha,Galaxy S25
7,1,6,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,9500.0,Oppo A1k (Used),Oppo,A1k,Used,Gampaha,Unknown,Unknown,A1k,Oppo,Gampaha,Other
0,1,6,132,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,47998.0,Apple iPhone SE 2 128GB (Used),Apple,iPhone SE 2 128GB,Used,Gampaha,128GB,Unknown,iPhone SE 2,Apple,Gampaha,iPhone SE 2
14,1,9,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,28000.0,Xiaomi Redmi Note 9 Pro 128GB (Used),Xiaomi,Redmi Note 9 Pro 128GB,Used,Kandy,128GB,Unknown,Note 9 Pro,Xiaomi,Kandy,Other
8,0,12,67,-1.3675331082620044,-0.04410889209389428,-1.3895439382722716,35000.0,Moto G04s 4GB 128GB Rom (Brand New),Other,Moto G04s 4GB 128GB Rom,Brand New,Vavuniya,4GB,Unknown,Moto G04s Rom,Other,Other,Other
14,1,13,67,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,37000.0,Xiaomi Mi 11X 12GB 128GB (Used),Xiaomi,Mi 11X 12GB 128GB,Used,Puttalam,12GB,Unknown,Mi 11X,Xiaomi,Puttalam,Other
1,0,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,95000.0,Google Pixel 8 Pro FULL SET BOX 2 SIM. (Brand New),Google,Pixel 8 Pro FULL SET BOX 2 SIM.,Brand New,Colombo,Unknown,Unknown,Pixel 8 Pro BOX 2 SIM,Google,Colombo,Other
0,1,4,104,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,64999.0,Apple iPhone 12 mini 128GB (Used),Apple,iPhone 12 mini 128GB,Used,Colombo,128GB,Unknown,iPhone 12 mini,Apple,Colombo,iPhone 12 mini
0,0,4,125,1.1670253922213827,-0.04410889209389428,0.7196605824810245,369990.0,Apple iPhone 17 Pro 256GB (Brand New),Apple,iPhone 17 Pro 256GB,Brand New,Colombo,256GB,Unknown,iPhone 17 Pro,Apple,Colombo,iPhone 17 Pro
10,0,4,53,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,154990.0,Samsung Galaxy S25 FE 8GB 256GB (Brand New),Samsung,Galaxy S25 FE 8GB 256GB,Brand New,Colombo,8GB,Unknown,Galaxy S25 FE,Samsung,Colombo,Galaxy S25 FE
0,1,4,112,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,176999.0,Apple iPhone 14 Pro Max 128GB (Used),Apple,iPhone 14 Pro Max 128GB,Used,Colombo,128GB,Unknown,iPhone 14 Pro Max,Apple,Colombo,iPhone 14 Pro Max
0,1,4,97,-0.12036940167494091,10.69233543096353,0.7196605824810245,62900.0,Apple iPhone 11 128GB | 256GB (Used),Apple,iPhone 11 128GB | 256GB,Used,Colombo,128GB,128GB,iPhone 11,Apple,Colombo,iPhone 11
8,0,4,67,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,61900.0,Oscal Pilot 1 (Brand New),Other,Oscal Pilot 1,Brand New,Colombo,Unknown,Unknown,Oscal Pilot 1,Other,Colombo,Other
0,1,6,109,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,119999.0,Apple iPhone 14 128GB (Used),Apple,iPhone 14 128GB,Used,Gampaha,128GB,Unknown,iPhone 14,Apple,Gampaha,iPhone 14
10,0,4,52,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,204900.0,Samsung Galaxy S25 12GB 256GB (Brand New),Samsung,Galaxy S25 12GB 256GB,Brand New,Colombo,12GB,Unknown,Galaxy S25,Samsung,Colombo,Galaxy S25
0,1,4,101,1.1670253922213827,-0.04410889209389428,0.7196605824810245,82999.0,Apple iPhone 12 256GB (Used),Apple,iPhone 12 256GB,Used,Colombo,256GB,Unknown,iPhone 12,Apple,Colombo,iPhone 12
0,1,12,129,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,20000.0,Apple iPhone 7 Plus (Used),Apple,iPhone 7 Plus,Used,Vavuniya,Unknown,Unknown,iPhone 7 Plus,Apple,Other,iPhone 7 Plus
0,1,12,112,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,140000.0,Apple iPhone 14 Pro Max (Used),Apple,iPhone 14 Pro Max,Used,Mannar,Unknown,Unknown,iPhone 14 Pro Max,Apple,Other,iPhone 14 Pro Max
14,1,2,67,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,9500.0,Xiaomi Poco M3 (Used),Xiaomi,Poco M3,Used,Badulla,Unknown,Unknown,M3,Xiaomi,Badulla,Other
10,0,4,57,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,474800.0,Samsung Galaxy Z Fold 7 12GB 512GB (Brand New),Samsung,Galaxy Z Fold 7 12GB 512GB,Brand New,Colombo,12GB,Unknown,Galaxy Z Fold 7,Samsung,Colombo,Galaxy Z Fold 7
0,1,4,102,1.1670253922213827,-0.04410889209389428,0.7196605824810245,100000.0,Apple iPhone 12 Pro 256GB (Used),Apple,iPhone 12 Pro 256GB,Used,Colombo,256GB,Unknown,iPhone 12 Pro,Apple,Colombo,iPhone 12 Pro
10,0,4,32,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,103980.0,Samsung Galaxy A56 5G 12GB 256GB (Brand New),Samsung,Galaxy A56 5G 12GB 256GB,Brand New,Colombo,12GB,Unknown,Galaxy A56,Samsung,Colombo,Galaxy A56
0,1,4,97,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,65000.0,Apple iPhone 11 (Used),Apple,iPhone 11,Used,Colombo,Unknown,Unknown,iPhone 11,Apple,Colombo,iPhone 11
10,0,4,19,-1.3675331082620044,-0.04410889209389428,0.7196605824810245,26950.0,Samsung Galaxy A07 4GB 64GB (Brand New),Samsung,Galaxy A07 4GB 64GB,Brand New,Colombo,4GB,Unknown,Galaxy A07,Samsung,Colombo,Galaxy A07
10,0,4,32,-1.3273020209527444,-0.04410889209389428,0.7196605824810245,84980.0,Samsung Galaxy A56 5G 8GB 128GB (Brand New),Samsung,Galaxy A56 5G 8GB 128GB,Brand New,Colombo,8GB,Unknown,Galaxy A56,Samsung,Colombo,Galaxy A56
13,1,4,93,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,13500.0,Vivo Y17 (Used),Vivo,Y17,Used,Colombo,Unknown,Unknown,Y17,Vivo,Colombo,Y17
0,1,4,135,-0.12036940167494091,-0.04410889209389428,-1.3895439382722716,68000.0,Apple iPhone XR (Used),Apple,iPhone XR,Used,Colombo,Unknown,Unknown,iPhone XR,Apple,Colombo,iPhone XR
0,1,4,137,-0.12036940167494091,-0.04410889209389428,0.7196605824810245,55000.0,Apple iPhone XS (Used),Apple,iPhone XS,Used,Colombo,Unknown,Unknown,iPhone XS,Apple,Colombo,iPhone XS
10,0,4,27,-1.3474175646073743,-0.04410889209389428,0.7196605824810245,56900.0,Samsung Galaxy A26 5G 6GB 128GB (Brand New),Samsung,Galaxy A26 5G 6GB 128GB,Brand New,Colombo,6GB,Unknown,Galaxy A26,Samsung,Colombo,Galaxy A26
10,0,4,52,-1.2870709336434842,-0.04410889209389428,0.7196605824810245,204990.0,Samsung Galaxy S25 12GB 256GB (Brand New),Samsung,Galaxy S25 12GB 256GB,Brand New,Colombo,12GB,Unknown,Galaxy S25,Samsung,Colombo,Galaxy S25
